PMID 	 FT_ID 	 PUBYEAR 	 PUB_DATE 	 RESEARCH_ARTICLE_YES_NO 	 AVAILABILITY_STATUS 	 FIRST_PUBLISH_DATE
28294191 	 PMC5353676 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-15 00:00:00
28294195 	 PMC5353666 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-15 00:00:00
28286766 	 PMC5329658 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-14 00:00:00
28286649 	 PMC5341468 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-07 00:00:00
28286668 	 PMC5338092 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-06 00:00:00
28293072 	 PMC5320926 	 2016 	 01/01/2016 	 Y 	 O 	 2016-08-30 00:00:00
9439683 	 PMC5921315 	 1997 	 01/11/1997 	 Y 	 O 	 1997-11-01 00:00:00
27922905 	 PMC5201413 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
27935664 	 PMC5336187 	 2017 	 01/03/2017 	 Y 	 O 	 2016-12-28 00:00:00
27923930 	 PMC5314772 	 2017 	 01/01/2017 	 Y 	 O 	 2016-12-06 00:00:00
28093853 	 PMC5347923 	 2017 	 01/03/2017 	 Y 	 O 	 2017-01-17 00:00:00
28286371 	 PMC5323504 	 2017 	 01/01/2017 	 Y 	 O 	 2016-08-15 00:00:00
28286530 	 PMC5327774 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-13 00:00:00
28292983 	 PMC5350467 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-14 00:00:00
28286549 	 PMC5341473 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-07 00:00:00
28287101 	 PMC5355807 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-13 00:00:00
28293243 	 PMC5329000 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-28 00:00:00
28094342 	 PMC5240131 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-17 00:00:00
28094279 	 PMC5240136 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-17 00:00:00
28094289 	 PMC5240117 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-17 00:00:00
28094308 	 PMC5240101 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-17 00:00:00
28286566 	 PMC5330602 	 2017 	 01/01/2017 	 Y 	 O 	 2016-10-06 00:00:00
28286460 	 PMC5323494 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-23 00:00:00
28294147 	 PMC5353727 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-15 00:00:00
28286733 	 PMC5337896 	 2017 	 01/03/2017 	 Y 	 O 	 2017-02-17 00:00:00
28294165 	 PMC5353696 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-15 00:00:00
28286601 	 PMC5333384 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-02 00:00:00
28299092 	 PMC5345422 	 2013 	 01/06/2013 	 Y 	 O 	 2013-06-01 00:00:00
28299128 	 PMC5345415 	 2014 	 01/06/2014 	 Y 	 O 	 2014-04-07 00:00:00
28299129 	 PMC5345416 	 2014 	 01/06/2014 	 Y 	 O 	 2014-06-01 00:00:00
28289401 	 PMC5326750 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-27 00:00:00
28289670 	 PMC5344806 	 2017 	 01/03/2017 	 Y 	 O 	 2017-02-24 00:00:00
28289420 	 PMC5327356 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-27 00:00:00
28298927 	 PMC5337375 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-16 00:00:00
28357141 	 PMC5357554 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-05 00:00:00
28285507 	 PMC5365266 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-28 00:00:00
28293672 	 PMC5327662 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-15 00:00:00
28293419 	 PMC5343305 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-08 00:00:00
28300068 	 PMC5356073 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-16 00:00:00
28299074 	 PMC5345506 	 2011 	 01/09/2011 	 Y 	 O 	 2011-09-05 00:00:00
28299082 	 PMC5345453 	 2012 	 01/03/2012 	 Y 	 O 	 2012-03-07 00:00:00
28299084 	 PMC5345440 	 2012 	 01/03/2012 	 Y 	 O 	 2012-03-07 00:00:00
28289465 	 PMC5329787 	 2017 	 01/03/2017 	 Y 	 O 	 2016-11-07 00:00:00
28289614 	 PMC5339610 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
28298213 	 PMC5353886 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-16 00:00:00
28299363 	 PMC5341289 	 2015 	 01/06/2015 	 Y 	 O 	 2015-06-01 00:00:00
28299324 	 PMC5337313 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-12 00:00:00
27924274 	 PMC5042172 	 2016 	 01/01/2016 	 Y 	 O 	 2016-07-15 00:00:00
28300224 	 PMC5353743 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-16 00:00:00
28300747 	 PMC5369300 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
28288565 	 PMC5348841 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-13 00:00:00
28288659 	 PMC5348894 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-14 00:00:00
28288688 	 PMC5348820 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-14 00:00:00
28303125 	 PMC5332417 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-02 00:00:00
28303130 	 PMC5332403 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-02 00:00:00
28303149 	 PMC5332406 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-02 00:00:00
38429168 	 PMC10985801 	 2024 	 01/03/2024 	 Y 	 O 	 2024-02-23 00:00:00
38109791 	 PMC10987295 	 2024 	 01/04/2024 	 Y 	 O 	 2024-04-01 00:00:00
38424239 	 PMC10987665 	 2024 	 01/04/2024 	 Y 	 O 	 2024-02-29 00:00:00
38424318 	 PMC10904418 	 2024 	 01/03/2024 	 Y 	 O 	 2024-03-01 00:00:00
38426229 	 PMC10990025 	 2024 	 01/05/2024 	 Y 	 O 	 2024-03-05 00:00:00
38426239 	 PMC10986664 	 2024 	 01/02/2024 	 Y 	 O 	 2024-02-01 00:00:00
38426240 	 PMC10986663 	 2024 	 01/02/2024 	 Y 	 O 	 2024-02-01 00:00:00
38426241 	 PMC10986665 	 2024 	 01/02/2024 	 Y 	 O 	 2024-02-01 00:00:00
38118172 	 PMC10993787 	 2024 	 01/04/2024 	 Y 	 O 	 2023-12-20 00:00:00
38118167 	 PMC10993784 	 2024 	 01/04/2024 	 Y 	 O 	 2023-12-20 00:00:00
38118168 	 PMC10993783 	 2024 	 01/04/2024 	 Y 	 O 	 2023-12-20 00:00:00
38113874 	 PMC10986434 	 2023 	 01/01/2023 	 Y 	 O 	 2023-12-19 00:00:00
18286803 	 PMC3202503 	 2007 	 01/01/2007 	 Y 	 O 	 2007-01-01 00:00:00
29550681 	 PMC5927807 	 2018 	 01/01/2018 	 Y 	 O 	 2018-02-22 00:00:00
27841419 	 PMC5315011 	 2016 	 01/11/2016 	 Y 	 O 	 2016-11-01 00:00:00
27832434 	 PMC5350230 	 2017 	 01/04/2017 	 Y 	 O 	 2016-11-10 00:00:00
27840388 	 PMC5328789 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-01 00:00:00
38113859 	 PMC10994567 	 2024 	 01/01/2024 	 Y 	 O 	 2023-12-19 00:00:00
38131305 	 PMC10987480 	 2023 	 01/12/2023 	 Y 	 O 	 2023-12-01 00:00:00
38105590 	 PMC10990802 	 2024 	 01/04/2024 	 Y 	 O 	 2023-12-17 00:00:00
38105615 	 PMC10997184 	 2023 	 01/12/2023 	 Y 	 O 	 2023-12-18 00:00:00
38105563 	 PMC10990814 	 2024 	 01/04/2024 	 Y 	 O 	 2023-12-17 00:00:00
38111100 	 PMC10990610 	 2024 	 01/04/2024 	 Y 	 O 	 2023-12-18 00:00:00
38111090 	 PMC10993817 	 2023 	 01/01/2023 	 Y 	 O 	 2023-12-18 00:00:00
38111098 	 PMC10990614 	 2024 	 01/04/2024 	 Y 	 O 	 2023-12-19 00:00:00
27832351 	 PMC5225192 	 2017 	 01/01/2017 	 Y 	 O 	 2016-11-10 00:00:00
38105294 	 PMC10995011 	 2024 	 01/04/2024 	 Y 	 O 	 2023-12-18 00:00:00
28165371 	 PMC5331424 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-03 00:00:00
28165383 	 PMC5334700 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-03 00:00:00
27852671 	 PMC5277508 	 2017 	 01/02/2017 	 Y 	 O 	 2016-11-16 00:00:00
27860122 	 PMC5347850 	 2017 	 01/04/2017 	 Y 	 O 	 2016-11-17 00:00:00
27853982 	 PMC5320005 	 2017 	 01/04/2017 	 Y 	 O 	 2017-04-01 00:00:00
27853331 	 PMC5106566 	 2016 	 01/11/2016 	 Y 	 O 	 2016-11-01 00:00:00
27835915 	 PMC5355170 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-01 00:00:00
27919307 	 PMC5341494 	 2017 	 01/04/2017 	 Y 	 O 	 2016-12-06 00:00:00
27919318 	 PMC5140267 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-06 00:00:00
28165445 	 PMC5303875 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-06 00:00:00
27833670 	 PMC5102589 	 2016 	 01/11/2016 	 Y 	 O 	 2016-09-29 00:00:00
27833684 	 PMC5102603 	 2016 	 01/11/2016 	 Y 	 O 	 2016-10-07 00:00:00
27856696 	 PMC5217103 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
27834667 	 PMC5349391 	 2017 	 01/03/2017 	 Y 	 O 	 2016-11-11 00:00:00
27920982 	 PMC5133649 	 2017 	 01/01/2017 	 Y 	 O 	 2016-11-23 00:00:00
27921134 	 PMC5226976 	 2017 	 01/01/2017 	 Y 	 O 	 2016-12-05 00:00:00
27930557 	 PMC5266029 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-01 00:00:00
28088204 	 PMC5237497 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-14 00:00:00
28088190 	 PMC5237538 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-14 00:00:00
28088210 	 PMC5237555 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-14 00:00:00
27864352 	 PMC5287227 	 2017 	 01/02/2017 	 Y 	 O 	 2016-11-18 00:00:00
27918264 	 PMC5291144 	 2016 	 01/11/2016 	 Y 	 O 	 2016-11-01 00:00:00
27862739 	 PMC5299505 	 2017 	 01/02/2017 	 Y 	 O 	 2016-12-12 00:00:00
27862776 	 PMC5215561 	 2017 	 01/01/2017 	 Y 	 O 	 2016-11-15 00:00:00
27939572 	 PMC5249239 	 2017 	 01/01/2017 	 Y 	 O 	 2016-12-08 00:00:00
27933553 	 PMC5241328 	 2017 	 01/01/2017 	 Y 	 O 	 2016-12-08 00:00:00
27942449 	 PMC5133653 	 2017 	 01/01/2017 	 Y 	 O 	 2016-11-03 00:00:00
27942386 	 PMC5137337 	 2017 	 01/01/2017 	 Y 	 O 	 2016-11-02 00:00:00
27942807 	 PMC5263198 	 2017 	 01/01/2017 	 Y 	 O 	 2016-12-09 00:00:00
27941700 	 PMC5201364 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-09 00:00:00
27918136 	 PMC5291322 	 2017 	 01/01/2017 	 Y 	 O 	 2016-12-05 00:00:00
28280558 	 PMC5319324 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-25 00:00:00
28280567 	 PMC5319333 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-18 00:00:00
28280592 	 PMC5319358 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-25 00:00:00
28280480 	 PMC5322220 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-23 00:00:00
28282931 	 PMC5371958 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-09 00:00:00
28282872 	 PMC5369116 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-08 00:00:00
28280726 	 PMC5322424 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-09 00:00:00
28280785 	 PMC5328196 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-01 00:00:00
28280790 	 PMC5328742 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-23 00:00:00
28281644 	 PMC5345103 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-10 00:00:00
28281677 	 PMC5345058 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-10 00:00:00
27915375 	 PMC5266763 	 2017 	 01/02/2017 	 Y 	 O 	 2016-12-03 00:00:00
27915394 	 PMC5250668 	 2017 	 01/02/2017 	 Y 	 O 	 2016-12-03 00:00:00
27927793 	 PMC5204124 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-01 00:00:00
27928444 	 PMC5141400 	 2016 	 01/10/2016 	 Y 	 O 	 2016-10-01 00:00:00
28292167 	 PMC5326189 	 2016 	 01/01/2016 	 Y 	 O 	 2016-12-06 00:00:00
27928008 	 PMC5286869 	 2017 	 01/02/2017 	 Y 	 O 	 2017-01-31 00:00:00
28296730 	 PMC5369885 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-01 00:00:00
28293286 	 PMC5348803 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-14 00:00:00
28293294 	 PMC5348797 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-14 00:00:00
28293202 	 PMC5329031 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-28 00:00:00
28293424 	 PMC5345248 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-09 00:00:00
28293426 	 PMC5348793 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-14 00:00:00
28293634 	 PMC5331310 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-15 00:00:00
28293356 	 PMC5337290 	 2016 	 01/01/2016 	 Y 	 O 	 2016-12-20 00:00:00
28293365 	 PMC5337299 	 2016 	 01/01/2016 	 Y 	 O 	 2016-12-21 00:00:00
28293403 	 PMC5333733 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-15 00:00:00
28293540 	 PMC5328985 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-28 00:00:00
28293421 	 PMC5348787 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-13 00:00:00
28287167 	 PMC5355801 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-13 00:00:00
28287169 	 PMC5347156 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-13 00:00:00
28293062 	 PMC5331417 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-14 00:00:00
28293094 	 PMC5330832 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-01 00:00:00
28293105 	 PMC5345985 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-06 00:00:00
28293109 	 PMC5342612 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-02 00:00:00
28287497 	 PMC5372633 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-12 00:00:00
28287416 	 PMC5372999 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-10 00:00:00
28287420 	 PMC5366842 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-10 00:00:00
28287439 	 PMC5372625 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-10 00:00:00
28286779 	 PMC5327767 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-13 00:00:00
28286651 	 PMC5338079 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-06 00:00:00
28286669 	 PMC5338090 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-06 00:00:00
27924689 	 PMC5328232 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-01 00:00:00
28094253 	 PMC5247604 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-17 00:00:00
28094275 	 PMC5240341 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-17 00:00:00
28286514 	 PMC5323375 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-24 00:00:00
28286548 	 PMC5340036 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-06 00:00:00
28286420 	 PMC5341182 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-07 00:00:00
28295054 	 PMC5353701 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-15 00:00:00
28289459 	 PMC5329781 	 2017 	 01/03/2017 	 Y 	 O 	 2016-07-28 00:00:00
28289597 	 PMC5344323 	 2017 	 01/06/2017 	 Y 	 O 	 2017-02-28 00:00:00
28302181 	 PMC5356228 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-16 00:00:00
28298789 	 PMC5341641 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
28094280 	 PMC5240135 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-17 00:00:00
27923979 	 PMC5357821 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-01 00:00:00
28299107 	 PMC5345436 	 2013 	 01/12/2013 	 Y 	 O 	 2013-11-25 00:00:00
28299120 	 PMC5345465 	 2014 	 01/02/2014 	 Y 	 O 	 2014-02-01 00:00:00
28298708 	 PMC5324175 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
28299127 	 PMC5345414 	 2014 	 01/06/2014 	 Y 	 O 	 2014-06-01 00:00:00
28289526 	 PMC5329739 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-01 00:00:00
28298877 	 PMC5347395 	 2017 	 01/03/2017 	 Y 	 O 	 2016-08-06 00:00:00
28289408 	 PMC5326744 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-27 00:00:00
28289677 	 PMC5327788 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-27 00:00:00
28298888 	 PMC5331030 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-01 00:00:00
28299301 	 PMC5343614 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-22 00:00:00
28299165 	 PMC4950020 	 2015 	 01/04/2015 	 Y 	 O 	 2015-04-01 00:00:00
28298776 	 PMC5341686 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
26941126 	 PMC4778037 	 2016 	 01/03/2016 	 Y 	 O 	 2016-03-04 00:00:00
26668676 	 PMC4676339 	 2016 	 01/01/2016 	 Y 	 O 	 2015-12-03 00:00:00
38482569 	 PMC10946263 	 2024 	 01/12/2024 	 Y 	 O 	 2024-03-14 00:00:00
28298226 	 PMC5353796 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-15 00:00:00
28298243 	 PMC5353885 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-15 00:00:00
28288649 	 PMC5348908 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-14 00:00:00
27917070 	 PMC5116048 	 2016 	 01/01/2016 	 Y 	 O 	 2016-11-18 00:00:00
27925405 	 PMC5245108 	 2017 	 01/01/2017 	 Y 	 O 	 2016-12-07 00:00:00
28290479 	 PMC5349587 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-14 00:00:00
28298969 	 PMC5334506 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-01 00:00:00
28299004 	 PMC5340061 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
27916923 	 PMC5201334 	 2016 	 01/11/2016 	 Y 	 O 	 2016-11-30 00:00:00
27922601 	 PMC5364348 	 2017 	 01/04/2017 	 Y 	 O 	 2016-12-06 00:00:00
28303077 	 PMC5324657 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-12 00:00:00
28303150 	 PMC5332412 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-02 00:00:00
28303151 	 PMC5332374 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-02 00:00:00
28303163 	 PMC5337873 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-20 00:00:00
28303109 	 PMC5332355 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-02 00:00:00
28303227 	 PMC5343111 	 2017 	 01/03/2017 	 Y 	 O 	 2016-11-09 00:00:00
28303951 	 PMC5355979 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-17 00:00:00
28301400 	 PMC5359791 	 2017 	 01/04/2017 	 Y 	 O 	 2017-04-01 00:00:00
28303238 	 PMC5332358 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-02 00:00:00
28302101 	 PMC5353870 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-16 00:00:00
28357026 	 PMC5352761 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-10 00:00:00
28357133 	 PMC5350540 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-15 00:00:00
28357381 	 PMC5354571 	 2016 	 01/09/2016 	 Y 	 O 	 2016-09-05 00:00:00
28356606 	 PMC5349291 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-07 00:00:00
28314357 	 PMC5346352 	 2017 	 01/12/2017 	 Y 	 O 	 2017-03-11 00:00:00
28496975 	 PMC5361108 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
11572769 	 PMC5926838 	 2001 	 01/09/2001 	 Y 	 O 	 2001-09-01 00:00:00
29100932 	 PMC5913825 	 2018 	 01/04/2018 	 Y 	 O 	 2017-10-13 00:00:00
11376557 	 PMC5926739 	 2001 	 01/05/2001 	 Y 	 O 	 2001-05-01 00:00:00
12460464 	 PMC5926900 	 2002 	 01/11/2002 	 Y 	 O 	 2002-11-01 00:00:00
16796762 	 PMC1540434 	 2006 	 01/06/2006 	 Y 	 O 	 2006-06-24 00:00:00
17263894 	 PMC1797158 	 2007 	 01/01/2007 	 Y 	 O 	 2007-01-30 00:00:00
38019709 	 PMC10996294 	 2024 	 01/04/2024 	 Y 	 O 	 2023-11-29 00:00:00
38019947 	 PMC10986813 	 2024 	 01/04/2024 	 Y 	 O 	 2024-04-01 00:00:00
38015073 	 PMC10986786 	 2023 	 01/11/2023 	 Y 	 O 	 2023-11-29 00:00:00
38008085 	 PMC10997264 	 2024 	 01/01/2024 	 Y 	 O 	 2023-11-26 00:00:00
18949071 	 PMC2570561 	 2008 	 01/01/2008 	 Y 	 O 	 2008-02-06 00:00:00
38008704 	 PMC10988255 	 2024 	 01/04/2024 	 Y 	 O 	 2023-11-25 00:00:00
38018419 	 PMC10990443 	 2023 	 01/01/2023 	 Y 	 O 	 2023-11-29 00:00:00
38014727 	 PMC10990885 	 2024 	 01/03/2024 	 Y 	 O 	 2023-11-13 00:00:00
38014729 	 PMC10990884 	 2024 	 01/03/2024 	 Y 	 O 	 2023-11-20 00:00:00
38014726 	 PMC10990888 	 2024 	 01/03/2024 	 Y 	 O 	 2023-11-01 00:00:00
38032448 	 PMC10995086 	 2024 	 01/04/2024 	 Y 	 O 	 2023-11-30 00:00:00
38032488 	 PMC10991045 	 2024 	 01/03/2024 	 Y 	 O 	 2023-11-30 00:00:00
38083803 	 PMC10987050 	 2023 	 01/12/2023 	 Y 	 O 	 2023-12-11 00:00:00
38079616 	 PMC10993463 	 2024 	 01/03/2024 	 Y 	 O 	 2024-03-01 00:00:00
38081151 	 PMC10994578 	 2024 	 01/01/2024 	 Y 	 O 	 2023-12-11 00:00:00
38082048 	 PMC10994867 	 2024 	 01/03/2024 	 Y 	 O 	 2023-12-11 00:00:00
38009846 	 PMC10996297 	 2024 	 01/04/2024 	 Y 	 O 	 2023-11-27 00:00:00
38010818 	 PMC10993806 	 2023 	 01/01/2023 	 Y 	 O 	 2023-11-27 00:00:00
38010881 	 PMC10987053 	 2023 	 01/12/2023 	 Y 	 O 	 2023-11-27 00:00:00
38010161 	 PMC10993804 	 2023 	 01/01/2023 	 Y 	 O 	 2023-11-27 00:00:00
38071963 	 PMC10994629 	 2024 	 01/01/2024 	 Y 	 O 	 2023-12-10 00:00:00
38071970 	 PMC10997266 	 2024 	 01/01/2024 	 Y 	 O 	 2023-12-09 00:00:00
38029277 	 PMC10996292 	 2024 	 01/04/2024 	 Y 	 O 	 2023-11-29 00:00:00
38103047 	 PMC10993627 	 2024 	 01/05/2024 	 Y 	 O 	 2023-12-16 00:00:00
38337135 	 PMC10991002 	 2024 	 01/05/2024 	 Y 	 O 	 2024-02-10 00:00:00
38340148 	 PMC10988395 	 2024 	 01/03/2024 	 Y 	 O 	 2024-02-09 00:00:00
38101949 	 PMC10993631 	 2024 	 01/05/2024 	 Y 	 O 	 2023-12-15 00:00:00
38349762 	 PMC10977993 	 2024 	 01/02/2024 	 Y 	 O 	 2024-02-13 00:00:00
19690635 	 PMC2716785 	 2007 	 01/02/2007 	 Y 	 O 	 2007-02-07 00:00:00
38358269 	 PMC10964427 	 2024 	 01/03/2024 	 Y 	 O 	 2024-02-15 00:00:00
38358894 	 PMC10990020 	 2024 	 01/04/2024 	 Y 	 O 	 2024-02-15 00:00:00
38345618 	 PMC10988417 	 2024 	 01/03/2024 	 Y 	 O 	 2024-02-12 00:00:00
38345405 	 PMC10990015 	 2024 	 01/05/2024 	 Y 	 O 	 2024-02-12 00:00:00
38350998 	 PMC10993036 	 2024 	 01/04/2024 	 Y 	 O 	 2024-04-03 00:00:00
38341510 	 PMC10991560 	 2024 	 01/04/2024 	 Y 	 O 	 2024-02-10 00:00:00
38366221 	 PMC10990504 	 2024 	 01/04/2024 	 Y 	 O 	 2024-04-01 00:00:00
38360863 	 PMC10997503 	 2024 	 01/04/2024 	 Y 	 O 	 2024-02-15 00:00:00
38360746 	 PMC10993039 	 2024 	 01/04/2024 	 Y 	 O 	 2024-04-03 00:00:00
38364798 	 PMC10997857 	 2024 	 01/04/2024 	 Y 	 O 	 2024-04-01 00:00:00
38362624 	 PMC10986659 	 2024 	 01/02/2024 	 Y 	 O 	 2024-02-01 00:00:00
38362625 	 PMC10986658 	 2024 	 01/02/2024 	 Y 	 O 	 2024-02-01 00:00:00
38362626 	 PMC10986661 	 2024 	 01/02/2024 	 Y 	 O 	 2024-02-01 00:00:00
19750113 	 PMC2737025 	 2009 	 01/09/2009 	 Y 	 O 	 2009-05-20 00:00:00
21208433 	 PMC3024929 	 2011 	 01/01/2011 	 Y 	 O 	 2011-01-05 00:00:00
21219608 	 PMC3032659 	 2011 	 01/01/2011 	 Y 	 O 	 2011-01-10 00:00:00
24351276 	 PMC3880074 	 2013 	 01/12/2013 	 Y 	 O 	 2013-12-18 00:00:00
36424139 	 PMC10227719 	 2024 	 01/03/2024 	 Y 	 O 	 2024-03-19 00:00:00
25432580 	 PMC4280696 	 2014 	 01/11/2014 	 Y 	 O 	 2014-11-28 00:00:00
25420512 	 PMC4247873 	 2014 	 01/11/2014 	 Y 	 O 	 2014-11-25 00:00:00
25422593 	 PMC4242290 	 2014 	 01/01/2014 	 Y 	 O 	 2014-11-04 00:00:00
25413350 	 PMC4282048 	 2015 	 01/01/2015 	 Y 	 O 	 2014-11-20 00:00:00
25416060 	 PMC4265757 	 2014 	 01/11/2014 	 Y 	 O 	 2014-11-21 00:00:00
25421296 	 PMC4337420 	 2014 	 01/11/2014 	 Y 	 O 	 2014-11-25 00:00:00
25448851 	 PMC4582802 	 2015 	 01/09/2015 	 Y 	 O 	 2014-11-13 00:00:00
25428896 	 PMC4379978 	 2015 	 01/02/2015 	 Y 	 O 	 2014-11-26 00:00:00
25428933 	 PMC4345520 	 2015 	 01/03/2015 	 Y 	 O 	 2014-11-26 00:00:00
